阿非利加洲	África
焚書坑儒	Quema de libros y sepultura de intelectuales
衛	Wei (período de primaveras y otoños)
三淸	Los Tres Puros
伊多文維基大典	Wikipedia en ido
雷峰塔	Pagoda Leifeng
西施	Xi Shi
辛棄疾	Xin Qiji
中國茉莉花革命	Protestas en China de 2011
周景王	Rey Jing de Zhou
近衛前久	Konoe Sakihisa
和字	Kokuji
六書	Clasificación de caracteres chinos
粵文維基大典	Wikipedia en cantonés
共形場論	Teoría conforme de campos
周幽王	Rey You de Zhou
黎太祖	Lê Lợi
零號元素	Neutronio
零零七島	Ko Tapu
九錫	Nueve Dignidades
長平之戰	Batalla de Changping
維基大典:大使館	Wikipedia:Embajadas
華嚴宗	Huayan
太鼓達人	Taiko no Tatsujin
四大文明古國	Cuna de la civilización
平將門	Taira no Masakado
叉燒包	Cha siu baau
國分寺	Kokubunji
分數	Número racional
王勃	Wang Bo
曾鞏	Zeng Gong
有司足下之函	Carta «Dear Boss»
劍	Jian
PSYCHO-PASS	Psycho-Pass
泰國日報	Thai Rath
梁末帝	Zhu Zhen
龜甲萬	Kikkoman
恆山	Monte Heng (Shanxi)
洞爺湖	Lago Tōya
古丁尼柏國家公園	Parque nacional Quttinirpaaq
漢服	Hanfu
泰王國股票交易所	Bolsa de Tailandia
乾燥氣候	Aridez
竹林七賢	Los siete sabios del bosque de bambú
富勞里友半島	Península de Fleurieu
內閣情報調查室	Naicho
野比大雄	Nobita Nobi
拾穗	Las espigadoras
秦孝文王	Xiaowen
尚泰王	Shō Tai
范蠡	Fan Li
動物莊園	Rebelión en la granja
藤原忠平	Fujiwara no Tadahira
Category:德國史	Categoría:Alemania
Category:俄羅斯聯邦書	Categoría:Rusia
Category:大韓民國書	Categoría:Corea del Sur
Category:羅馬帝國書	Categoría:Imperio romano
Category:鳥	Categoría:Aves
Category:植物	Categoría:Plantae
Category:物理	Categoría:Física
Category:自然科學	Categoría:Ciencias naturales
Category:化學	Categoría:Química
Category:史部	Categoría:Historia
Category:群	Categoría:Sociedad
Category:宗教	Categoría:Religión
Category:運動	Categoría:Deporte
Category:經部	Categoría:Ciencia
Category:聯合國	Categoría:Organización de las Naciones Unidas
Category:地球	Categoría:Tierra
盈不足術	Método de la regla falsa
道路連通	Conjunto conexo
平潭島	Isla Pingtan
眼鏡娘	Meganekko
韓	Estado Han
摩靈頓島	Isla Mornington (Australia)
昂船洲大橋	Puente Stonecutters
桿秤	Romana (instrumento)
一條兼良	Ichijō Kaneyoshi
桂宮宜仁親王	Príncipe Katsura
古羅馬	Antigua Roma
政令指定都市	Ciudades japonesas designadas por decreto gubernamental
甲骨蟾	Toad
宋卡湖	Lago Songkhla
克拉拉·奧斯瓦爾德	Clara Oswald
古今圖書集成	Gujin tushu jicheng
聖火降魔錄	Fire Emblem
清談	Qingtan
局部	Localmente
不寐	Insomnio
Category:釋義	Categoría:Wikipedia:Desambiguación
Category:哲學	Categoría:Filosofía
Category:心理	Categoría:Psicología
Category:佛教	Categoría:Budismo
Category:基督教	Categoría:Cristianismo
Category:回教	Categoría:Islam
Category:猶太教	Categoría:Judaísmo
洋油貓弔詭	Paradoja del gato y la mantequilla
華東師範大學	Universidad Normal del Este de China
泰國商業銀行	Banco Comercial de Siam
汝有二牯	Tú tienes dos vacas
藏文維基大典	Wikipedia en tibetano
吳 (釋義)	Wu
小豆島	Shōdoshima
彌敦道	Nathan Road
精緻拱門	Arco Delicado
大悲咒	Nilakantha dharani
陸機	Lu Ji
新挪威語維基大典	Wikipedia en nynorsk
阿拉伯文維基大典(埃及地區)	Wikipedia en árabe egipcio
淡水河	Río Tamsui
兒島明子	Akiko Kojima
吐蕃	Imperio tibetano
鄰域	Entorno (matemática)
羅馬共和官制	Constitución de la República Romana
梵文維基大典	Wikipedia en sánscrito
水筆仔	Kandelia obovata
華夏	Huaxia
準基	Subbase
丹羽長秀	Niwa Nagahide
燒賣	Shaomai
豆腐乳	Tofu encurtido
Category:維基事	Categoría:Administración de Wikipedia
Category:行星	Categoría:Planetas
Category:地質	Categoría:Geología
明治	Era Meiji
維基大典:陳年今誌	Wikipedia:Efemérides
正數	Número positivo
Help:凡例	Ayuda:Tutorial (edición)
Template:太陽系	Plantilla:Sistema Solar
霍英東	Henry Fok Ying-tung
蘇菲婭·杜慈	Sophea Duch
汲水門大橋	Puente Kap Shui Mun
香港濕地公園	Parque del humedal de Hong Kong
海南雞飯	Pollo con arroz de Hainan
陸定一	Lu Dingyi
井上多樂	Toro (personaje animado)
春運	Chunyun
門:子	Portal:Filosofía
卓文君	Zhuo Wenjun
國際語維基大典	Wikipedia en interlingua
門:集	Portal:Arte
Category:小行星帶天體	Categoría:Asteroides del cinturón principal
Category:美國列傳	Categoría:Estadounidenses
Template:Tl	Plantilla:Ep
Template:Userbox	Usuario:Userbox/Userbox
Category:網頁瀏覽器	Categoría:Navegadores web
Template:世事	Plantilla:Portada:Actualidad
Category:律法	Categoría:Derecho
Category:計學	Categoría:Economía
維基大典:有秩選舉	Wikipedia:Candidaturas a bibliotecario
Category:醫學	Categoría:Medicina
Category:政治	Categoría:Política
Category:教育	Categoría:Educación
Category:藝術	Categoría:Arte
會計	Contabilidad
密思兒	Egipto
Category:統計	Categoría:Estadística
Template:Bot	Plantilla:Bot
加拿大	Canadá
Category:卓著	Categoría:Wikipedia:Artículos destacados
維	Dimensión
Category:遊戲	Categoría:Juegos
門:經	Portal:Ciencias naturales y formales
Category:幫助文檔	Categoría:Ayuda
維基大典:世事	Portal:Actualidad
Template:Documentation	Plantilla:Documentación
Category:有秩	Categoría:Wikipedia:Bibliotecarios
維基大典:簿之權限	Wikipedia:Tipos de usuarios
Category:維基提案	Categoría:Wikipedia:Votaciones
維基大典:聯繫	Wikipedia:Contacto
維基大典:市集	Portal:Comunidad
Category:維基社群	Categoría:Wikipedia:Comunidad
Category:維基人	Categoría:Wikipedia:Wikipedistas por idioma
Category:維基人 (地方)	Categoría:Wikipedia:Wikipedistas por ubicación geográfica
維基大典:忽略規則	Wikipedia:Ignora las normas
維基大典:五柱	Wikipedia:Los cinco pilares
成在基	Sung Jae-ki
企業	Negocio
Template:Softredirect	Plantilla:Redirección suave
Template:刪	Plantilla:Destruir
Category:技術	Categoría:Tecnología
Category:語言	Categoría:Lenguas
Category:語法	Categoría:Gramática
Category:維基大典	Categoría:Wikipedia
Category:諸語維基大典	Categoría:Wikipedias
Category:未索之頁	Categoría:Wikipedia:Páginas no indexadas
Category:帶壞檔之頁	Categoría:Wikipedia:Páginas con enlaces rotos a archivos
門:卷首	Portal:Portada
Template:Navbox	Plantilla:Navegación
Template:捷徑	Plantilla:Atajos
Category:時區	Categoría:Zonas horarias
日曜無神	Kami-sama no Inai Nichiyōbi
Category:維基大典維護	Categoría:Wikipedia:Mantenimiento
門:美國史	Portal:Estados Unidos de América
Template:!	Plantilla:!
Template:Navbar	Plantilla:Navbar
Template:Unicode	Plantilla:Unicode
Category:格式模板	Categoría:Wikipedia:Plantillas de formato de texto
Template:Transclude	Plantilla:Transcluir
Template:Clear	Plantilla:Clear
Template:Nowrap	Plantilla:Nowrap
阮氏	Nguyễn
維基大典:當有之文	Wikipedia:Lista de artículos que toda Wikipedia debería tener
Category:數	Categoría:Números
Category:書籍	Categoría:Libros
Template:Wikisource	Plantilla:Wikisource
Template:Babel	Plantilla:Babel
Template:共享	Plantilla:Commons
Template:Link GA	Plantilla:Bueno
Template:Reflist	Plantilla:Listaref
維基大典:掃興警示	Wikipedia:Revelación de la trama
Template:芻文	Plantilla:Esbozo
Template:See also	Plantilla:VT
Category:香港大專院校	Categoría:Universidades de Hong Kong
Category:智利	Categoría:Chile
Category:廿一世紀	Categoría:Siglo XXI
Category:維護模板	Categoría:Wikipedia:Plantillas de mantenimiento
Category:User uk	Categoría:Wikipedia:Wikipedistas con conocimientos de ucraniano
Category:User uk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ucraniano
Template:Esoteric	Plantilla:Plantilla compleja
Category:百科全書	Categoría:Enciclopedias
Category:User ms	Categoría:Wikipedia:Wikipedistas con conocimientos de malayo
Template:Edit	Plantilla:Editar
Category:連結模板	Categoría:Wikipedia:Plantillas de enlaces
Template:Userbox-2	Usuario:Userbox/Userbox-2
Category:User fr-1	Categoría:Wikipedia:Wikipedistas con nivel básico de francés
Template:Wikiquote	Plantilla:Wikiquote
Template:Image label	Plantilla:Etiqueta imagen
Template:Ja	Plantilla:Ja
Template:大修	Plantilla:En uso
Template:Ambox	Plantilla:Metaplantilla de avisos
Template:Disputed	Plantilla:Discutido
Template:Hide in print	Plantilla:Ocultar al imprimir
Category:美國史	Categoría:Historia de Estados Unidos
Template:國	Plantilla:Ficha de país
Template:Infobox software	Plantilla:Ficha de software
Template:Wide image	Plantilla:Panorama
Template:Military Conflict	Plantilla:Ficha de conflicto
Template:Audio	Plantilla:Audio
Template:電玩訊欄	Plantilla:Ficha de videojuego
Template:卓著	Plantilla:Artículo destacado
Category:User en-4	Categoría:Wikipedia:Wikipedistas con nivel experto de inglés
Category:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
Category:User zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
Category:User zh-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
Category:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
Category:曲	Categoría:Composiciones musicales
Template:Infobox	Plantilla:Ficha
Template:Legend	Plantilla:Leyenda
Template:引網	Plantilla:Cita web
Category:食	Categoría:Comida y bebida
Template:未已之作	Plantilla:Evento futuro
Template:Coor URL	Plantilla:Coor URL
Category:史書	Categoría:Libros de historia
Template:維基爾雅	Plantilla:Wikcionario
Template:Languageicon	Plantilla:En idioma
Category:農業	Categoría:Agricultura
Category:User ms-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de malayo
Category:二十世紀	Categoría:Siglo XX
Template:IPA	Plantilla:AFI
Template:釋義二	Plantilla:Otros usos
Category:東羅馬史	Categoría:Imperio bizantino
Template:LangWithName	Plantilla:LangWithName
Template:Navbox subgroup	Plantilla:Navegación/subgrupo
Template:Dyk	Plantilla:Sabías que
Template:Archive box	Plantilla:Caja de archivos
Template:Namespace detect	Plantilla:Detecta espacio de nombres
Template:KIA	Plantilla:MEC
Template:Copyvio	Plantilla:Posible copyvio
Template:天下觀	Plantilla:Globalizar
Template:Image label end	Plantilla:Etiqueta imagen fin
Template:Purge	Plantilla:Purgar
Template:敗興	Plantilla:Spoiler
Template:齋	Plantilla:Página usuario
Template:User	Plantilla:U
非標準實數	Número hiperreal
深衣	Shenyi
Template:User language-4	Plantilla:Babel4
Category:公司	Categoría:Empresas
Template:Move	Plantilla:Renombrar
Template:Th	Plantilla:Th
Template:Redirect	Plantilla:Redirige aquí
Category:日本地方志	Categoría:Organización territorial de Japón
Category:電腦	Categoría:Computadoras
Category:器	Categoría:Equipamiento
Template:非也	Plantilla:En contra
Template:SUL Box	Usuario:Userbox/SUL
Category:複分析	Categoría:Análisis complejo
Category:User ja-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de japonés
Category:茶	Categoría:Té
Template:Browsebar	Plantilla:Portales de Wikipedia
Template:釋義	Plantilla:Desambiguación
Category:攝影	Categoría:Fotografía
Category:天皇本紀	Categoría:Emperadores de Japón
Category:德意志第三帝國書	Categoría:Alemania nazi
Category:朝鮮史	Categoría:Historia de Corea
Category:礦冶	Categoría:Minería
Template:Lang-en	Plantilla:Lang-en
Category:廣州	Categoría:Cantón (ciudad)
Category:建築	Categoría:Arquitectura
Template:Period end	Plantilla:Period end
Category:生物	Categoría:Organismos
Template:De	Plantilla:De
Template:Infobox person	Plantilla:Ficha de persona
Category:鐵路	Categoría:Ferrocarriles
Template:InterWiki	Plantilla:InterWiki
Template:MainPageInterwikis	Plantilla:Portada:Interwikis
Category:金蘭之模	Categoría:Wikipedia:Plantillas de enlace entre proyectos
Category:User yue	Categoría:Wikipedia:Wikipedistas con conocimientos de Cantonese
Category:User zh-wuu	Categoría:Wikipedia:Wikipedistas con conocimientos de Wu
Category:User sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
Category:User fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
Category:User id	Categoría:Wikipedia:Wikipedistas con conocimientos de indonesio
Category:User ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
Category:User la	Categoría:Wikipedia:Wikipedistas con conocimientos de latín
Category:User th	Categoría:Wikipedia:Wikipedistas con conocimientos de tailandés
Category:User fr-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de francés
Category:User fr-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de francés
Category:User ja-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de japonés
Category:User wuu-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de Wu
Category:User ko-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de coreano
Category:User fr-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de francés
Category:User ru-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de ruso
Category:娛樂	Categoría:Entretenimiento
Category:文字	Categoría:Sistemas de escritura
Category:輕小說	Categoría:Novelas ligeras
Category:道教	Categoría:Taoísmo
Category:User sk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de eslovaco
Category:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
Category:User de-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de alemán
Category:User de-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de alemán
Category:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
Category:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
Category:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
Category:User es-1	Categoría:Wikipedia:Wikipedistas con nivel básico de español
Category:韓語	Categoría:Idioma coreano
Category:幾何	Categoría:Geometría
Category:User ja-1	Categoría:Wikipedia:Wikipedistas con nivel básico de japonés
Category:User ko	Categoría:Wikipedia:Wikipedistas con conocimientos de coreano
Category:斯巴達書	Categoría:Esparta
Template:Translating	Plantilla:Traducción
Template:辨	Plantilla:Distinguir
Category:User ru-1	Categoría:Wikipedia:Wikipedistas con nivel básico de ruso
維基大典:巴别	Wikipedia:Babel
Category:化合物	Categoría:Compuestos químicos
Category:大洋洲史	Categoría:Historia de Oceanía
維多利亞後世之浩劫	Los holocaustos del fin de la era victoriana
長安	Chang'an
Category:以嗜好類之維基人	Wikipedia:Wikipedistas por temas de interés
Category:花	Categoría:Flores
Category:慶尚北道	Categoría:Gyeongsang del Norte
Category:廣東省	Categoría:Provincia de Cantón
Category:四川省	Categoría:Sichuan
Category:遼寧省	Categoría:Liaoning
Category:陝西省	Categoría:Shaanxi
Category:安徽省	Categoría:Anhui
Category:江西省	Categoría:Jiangxi
Category:江蘇省	Categoría:Jiangsu
Category:吉林省	Categoría:Jilin
Category:福建省	Categoría:Fujian
Category:海南省	Categoría:Hainan
Category:河北省	Categoría:Hebei
Category:黑龍江省	Categoría:Heilongjiang
Category:湖北省	Categoría:Hubei
Category:地理	Categoría:Geografía física
Category:水	Categoría:Agua
Category:美洲史	Categoría:Historia de América
Template:提案	Plantilla:Propuesta
Category:社會科學	Categoría:Ciencias sociales
Template:Zh	Plantilla:Zh icon
Category:江戶書	Categoría:Período Edo
Category:室町書	Categoría:Período Muromachi
Category:飛鳥書	Categoría:Período Asuka
Category:戰國書	Categoría:Período Sengoku
Category:User ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
Category:User ru-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de ruso
Template:En	Plantilla:En
Category:山東省	Categoría:Shandong
Category:雲南省	Categoría:Yunnan
Category:浙江省	Categoría:Zhejiang
Category:青海省	Categoría:Qinghai
Category:河南省	Categoría:Henan
Category:湖南省	Categoría:Hunan
Template:Lang	Plantilla:Lang
Category:日本文學	Categoría:Literatura de Japón
Category:群學	Categoría:Sociología
Category:三世紀	Categoría:Siglo III
Category:十七世紀	Categoría:Siglo XVII
Category:七世紀	Categoría:Siglo VII
Category:人	Categoría:Humanos
Category:東羅馬本紀	Categoría:Emperadores bizantinos
Category:門	Categoría:Wikipedia:Portales
Template:Ko	Plantilla:Ko
Template:Main	Plantilla:AP
Template:Fossil range/marker	Plantilla:Rango fósil/marcador
Category:風	Categoría:Vientos
Category:中華地方志	Categoría:Organización territorial de China
Category:羅馬共和書	Categoría:República romana
Category:希臘史	Categoría:Historia de Grecia
Category:澳大利亞史	Categoría:Historia de Australia
Category:北韓紀事	Categoría:Historia de Corea del Norte
Category:民國紀事	Categoría:Historia de la República de China
Category:加拿大史	Categoría:Historia de Canadá
Category:東南亞史	Categoría:Historia del Sudeste Asiático
Category:中華民國行政區	Categoría:Organización territorial de la República de China
Category:俄羅斯史	Categoría:Historia de Rusia
Category:中華人民共和國紀事	Categoría:Historia de la República Popular China
Category:中華自治區	Categoría:Regiones autónomas de China
Category:羅馬皇帝本紀	Categoría:Emperadores romanos
維基大典:維基聊齋	Wikipedia:Artículos peculiares
Category:戲劇	Categoría:Teatro
Category:釋義模板	Categoría:Wikipedia:Plantillas de desambiguaciones y redirecciones
維基大典:每日圖繪	Wikipedia:Recurso del día
Template:中立	Plantilla:Neutral
Category:中東史	Categoría:Historia de Oriente Medio
Category:User zh-1	Categoría:Wikipedia:Wikipedistas con nivel básico de chino
Category:刑法	Categoría:Derecho penal
Category:酸	Categoría:Ácidos
Category:民國總統世家	Categoría:Presidentes de la República de China
Category:算法	Categoría:Algoritmos
Category:一世紀	Categoría:Siglo I
Category:十四世紀	Categoría:Siglo XIV
Category:二世紀	Categoría:Siglo II
Category:四世紀	Categoría:Siglo IV
Category:十八世紀	Categoría:Siglo XVIII
Category:八世紀	Categoría:Siglo VIII
Category:整數	Categoría:Números enteros
Category:香港列傳	Categoría:Hongkoneses
粵語	Chino cantonés
Category:藤原氏	Categoría:Clan Fujiwara
Category:印歐語系	Categoría:Lenguas indoeuropeas
Category:量子場論	Categoría:Teoría cuántica de campos
Category:泰國銀行	Categoría:Bancos de Tailandia
Category:化學元素	Categoría:Elementos químicos
Category:日本小說	Categoría:Novelas de Japón
Category:姓氏	Categoría:Apellidos
Category:朝鮮民主主義人民共和國書	Categoría:Corea del Norte
Category:中華人民共和國教育	Categoría:Educación en la República Popular China
Category:英國史	Categoría:Historia de Reino Unido
Category:中華史	Categoría:Historia de China
Category:新聞學	Categoría:Periodismo
Category:前二世紀	Categoría:Siglo II a. C.
Category:前三世紀	Categoría:Siglo III a. C.
Category:越南地理志	Categoría:Geografía de Vietnam
Category:渤海書	Categoría:Balhae
Category:蘇聯書	Categoría:Unión Soviética
Category:古羅馬史	Categoría:Antigua Roma
Category:滿洲國志	Categoría:Manchukuo
Category:前一世紀	Categoría:Siglo I a. C.
Category:江戶列傳	Categoría:Personajes del Período Edo
Category:反物質	Categoría:Antimateria
Category:美國總統世家	Categoría:Presidentes de Estados Unidos
Category:歐洲史	Categoría:Historia de Europa
Category:魚	Categoría:Peces
Category:北京市	Categoría:Pekín
Category:果	Categoría:Frutas
Category:天候學	Categoría:Climatología
Category:亞洲地理志	Categoría:Geografía de Asia
Category:人類學	Categoría:Antropología
Category:作業系統	Categoría:Sistemas operativos
Category:金書	Categoría:Dinastía Jin (1115-1234)
Category:清書	Categoría:Dinastía Qing
Category:宋書	Categoría:Dinastía Song
Category:明書	Categoría:Dinastía Ming
Category:元書	Categoría:Dinastía Yuan
Category:隋書	Categoría:Dinastía Sui
Category:遼書	Categoría:Dinastía Liao
Category:南北朝書	Categoría:Dinastías Meridionales y Septentrionales
Category:周書	Categoría:Dinastía Zhou
Category:阮氏大南書	Categoría:Dinastía Nguyen
Category:天演	Categoría:Evolución
Category:動物	Categoría:Animales
Category:俄羅斯加盟共和國	Categoría:Repúblicas de Rusia
Category:三國書	Categoría:Tres Reinos
Category:涼宮春日	Categoría:Suzumiya Haruhi no Yūutsu
Category:兵器	Categoría:Armas
Category:紀年	Categoría:Cronología
Category:弦論	Categoría:Teoría de cuerdas
Category:數學分析	Categoría:Análisis matemático
Category:樂器	Categoría:Instrumentos musicales
Category:漢字	Categoría:Escritura china
Category:氣象	Categoría:Meteorología
Category:實驗儀器	Categoría:Equipamiento de laboratorio
Category:香港	Categoría:Hong Kong
Category:PS2遊戲	Categoría:Videojuegos para PlayStation 2
Category:高雄市	Categoría:Kaohsiung
Category:鹽	Categoría:Sales
Category:廣西壯族自治區	Categoría:Guangxi
Category:衣	Categoría:Indumentaria
Category:上海市	Categoría:Shanghái
Category:龜	Categoría:Testudines
Category:節日	Categoría:Festivales
Category:臺北市	Categoría:Taipéi
Category:書體	Categoría:Familias tipográficas
Category:古希臘史	Categoría:Antigua Grecia
Category:周本紀	Categoría:Reyes de la dinastía Zhou
Category:交通	Categoría:Transporte
Category:刑	Categoría:Penas
Category:玩	Categoría:Juguetes
Category:數趣	Categoría:Matemática recreativa
Category:群論	Categoría:Teoría de grupos
Category:數論	Categoría:Teoría de números
Category:拓撲學	Categoría:Topología
Category:疇人	Categoría:Matemáticos
Category:雕塑	Categoría:Escultura
Category:大韓民國大統領世家	Categoría:Presidentes de Corea del Sur
Category:漢語	Categoría:Idioma chino
Category:澳門	Categoría:Macao
Category:日本文	Categoría:Escritura japonesa
Category:雅樂	Categoría:Gagaku
Category:日本漢字	Categoría:Kanji
Category:塔	Categoría:Torres
便利店	Tienda de conveniencia
Category:中華人民共和國書	Categoría:República Popular China
Category:數理物理	Categoría:Física matemática
Category:數學史	Categoría:Historia de la matemática
Category:目錄學	Categoría:Bibliografía
Category:日本世家	Categoría:Clanes japoneses
夏至	Solsticio de verano
Template:依余之見	Plantilla:Comentario
Category:正典	Categoría:Wikipedia:Artículos buenos en la Wikipedia en chino clásico
中國 (釋義)	China (desambiguación)
Category:戰國列傳	Categoría:Personajes del Período Sengoku
門:數學	Portal:Matemática
Category:共形場論	Categoría:Teoría de campos conformes
Category:北韓本紀	Categoría:Gobernantes de Corea del Norte
Category:武漢市	Categoría:Wuhan
Category:美國維基人	Categoría:Wikipedia:Wikipedistas de Estados Unidos
Category:臺灣維基人	Categoría:Wikipedia:Wikipedistas de Taiwán
Category:代數	Categoría:Álgebra
Category:雅典列傳	Categoría:Antiguos atenienses
Category:雅典書	Categoría:Atenas (Edad Antigua)
Category:鹼	Categoría:Bases
Category:橋	Categoría:Puentes
Category:矮行星	Categoría:Planetas enanos
Category:地震	Categoría:Terremotos
Category:東正教會	Categoría:Cristianismo ortodoxo
Category:香港教育	Categoría:Educación en Hong Kong
Category:電極	Categoría:Electrodos
Category:版權	Categoría:Derecho de autor
Category:世界語	Categoría:Esperanto
Template:Lang-zh	Plantilla:Lang-zh
Category:語法格	Categoría:Casos gramaticales
Category:杭州市	Categoría:Hangzhou
Category:內蒙古自治區	Categoría:Mongolia Interior
Category:日本年號	Categoría:Eras japonesas
Category:蘇州市	Categoría:Suzhou
Category:律史	Categoría:Historia del Derecho
門:化學	Portal:Química
Category:秦書	Categoría:Dinastía Qin
Category:軍事	Categoría:Ciencia militar
Category:萌	Categoría:Moé
Category:中華直轄市	Categoría:Municipios de China
Category:中華民國書	Categoría:República de China
Category:南投縣	Categoría:Condado de Nantou
Category:有機化學	Categoría:Química orgánica
Category:琉球群島	Categoría:Islas Ryūkyū
Category:船舶	Categoría:Barcos
Category:中華特別行政區	Categoría:Regiones administrativas especiales de China
Category:衡器	Categoría:Instrumentos de medición
Category:唐書	Categoría:Dinastía Tang
Category:臺中市	Categoría:Taichung
Category:電話	Categoría:Telefonía
Category:音節文字	Categoría:Silabarios
Category:臺灣省大專院校	Categoría:Universidades de Taiwán
Category:德川將軍世家	Categoría:Shōgun Tokugawa
Category:應用科學	Categoría:Ciencias aplicadas
Category:中華當世諸省	Categoría:Provincias de China
Category:輿圖學	Categoría:Cartografía
Category:西安市	Categoría:Xi'an
Category:行星環	Categoría:Anillos planetarios
Template:Image label begin	Plantilla:Etiqueta imagen inicio
Category:儒家	Categoría:Confucianismo
Category:民法	Categoría:Derecho civil
Template:Babels	Wikipedia:Babel/Idiomas
Category:在修之文	Categoría:Wikipedia:Artículos en desarrollo
Category:User en-1	Categoría:Wikipedia:Wikipedistas con nivel básico de inglés
Category:User de-1	Categoría:Wikipedia:Wikipedistas con nivel básico de alemán
Category:語言標示模	Categoría:Wikipedia:Plantillas de lenguas de país
Category:非洲史	Categoría:Historia de África
Category:羅馬共和本紀	Categoría:Cónsules de la República romana
Category:國憲	Categoría:Derecho constitucional
埃博拉	Ebolavirus
Template:FZW-Intro	Wikipedia:Café/Portal
Help:校對	Wikipedia:Ediciones revisadas
雨冰	Lluvia engelante
維基大典:驛站	Wikipedia:TourBusStop
Template:Nobots	Plantilla:Nobots
維基大典:編輯次數	Wikipedia:Ranking de ediciones
Template:警告4	Plantilla:Aviso prueba4
潘多拉病毒	Pandoravirus
麗水市	Lishui
如釋冰	Let It Go (canción de Disney)
Module:Arguments	Módulo:Argumentos
Special:近易	Especial:CambiosRecientes
Module:HtmlBuilder	Módulo:HtmlBuilder
Module:String	Módulo:String
Module:Infobox	Módulo:Ficha
甲午昆明斫殺	Atentado en Kunming de 2014
洪憲	Hongxian
Category:龍	Categoría:Dragones chinos
雨傘運動	Protestas en Hong Kong de 2014
代言 (動漫)	Mascota (símbolo)
