आफ्रिकाखण्डः	África
दक्षिण सिक्किम् मण्डलः	Distrito de Sikkim meridional
रुद्रप्रयागमण्डलम्	Distrito de Rudraprayag
अल्मोडामण्डलम्	Distrito de Almora
ऊधमसिंहनगरमण्डलम्	Distrito de Udham Singh Nagar
हर्षचरितम्	Jarsha-charita
नुवापाद मण्डलम्	Distrito de Nuapada
औरैयामण्डलम्	Distrito de Auraiya
सीतापुरमण्डलम्	Distrito de Sitapur
बहरैचमण्डलम्	Distrito de Bahraich
शाहजहानपुरमण्डलम्	Distrito de Shahjahanpur
भण्डारामण्डलम्	Distrito de Bhandara
फैजाबादमण्डलम्	Distrito de Faizabad
महामायानगरमण्डलम्	Distrito de Mahamaya Nagar
रायसेनमण्डलम्	Distrito de Raisen
राजकोटमण्डलम्	Distrito de Rajkot
विदिशामण्डलम्	Distrito de Vidisha
बदांयूमण्डलम्	Distrito de Badaun
पाटणमण्डलम्	Distrito de Patan
बैतूलमण्डलम्	Distrito de Betul
इटावामण्डलम्	Distrito de Etawah
बागेश्वरमण्डलम्	Distrito de Bageshwar
महोबामण्डलम्	Distrito de Mahoba
रामपुरमण्डलम्	Distrito de Rampur
सिद्धार्थनगरमण्डलम्	Distrito de Siddharthnagar
देहरादूनमण्डलम्	Distrito de Dehradun
मैनपुरीमण्डलम्	Distrito de Mainpuri
राजपीपळा	Rajpipla
पुरी मण्डलम्	Distrito de Puri
साइहामण्डलम्	Distrito de Saiha
राजगढमण्डलम्	Distrito de Rajgarh
कुशीनगरमण्डलम्	Distrito de Kushinagar
हेलियोदर स्तम्भः	Columna de Heliodoro
पश्चिममेदिनीपुर-मण्डलम्	Distrito de Midnapore occidental
दावणगेरेमण्डलम्	Distrito de Davanagere
मन्दसौरमण्डलम्	Distrito de Mandsaur
काळहंदि मण्डलम्	Distrito de Kalahandi
रि-भोई	Distrito de Ri Bhoi
अम्रोहामण्डलम्	Distrito de Jyotiba Rao Phule Nagar
मण्डीमण्डलम्	Distrito de Mandi
फर्रुकाबादमण्डलम्	Distrito de Farrukhabad
मयूर्भंझ् मण्डलम्	Distrito de Mayurbhanj
पूर्व-इम्फालमण्डलम्	Distrito de Imphal oriental
गोन्दियामण्डलम्	Distrito de Gondia
जैनतियाहिल्स्	Distrito de Jaintia Hills
उत्तरत्रिपुरामण्डलम्	Distrito de Tripura septentrional
शिमलामण्डलम्	Distrito de Shimla
नवसारी	Navsari
झाबुआ	Jhabua
मन्दसौर	Mandsaur
महेसाणा	Mahesana
महुवा	Mahuva
नवादा	Nawada
गोण्डामण्डलम्	Distrito de Gonda
बिजनौरमण्डलम्	Distrito de Bijnor
उन्नावमण्डलम्	Distrito de Unnao
झान्सीमण्डलम्	Distrito de Jhansi
पूर्व खासिहिल्स्	Distrito de East Khasi Hills
पिथौरागढमण्डलम्	Distrito de Pithoragarh
सन्तकबीरनगरमण्डलम्	Distrito de Sant Kabir Nagar
श्रावस्तीमण्डलम्	Distrito de Shravasti
वलसाडमण्डलम्	Distrito de Valsad
फतेहपुरमण्डलम्	Distrito de Fatehpur
कौशाम्बीमण्डलम्	Distrito de Kaushambi
फिरोझाबादमण्डलम्	Distrito de Firozabad
गजपति मण्डलम्	Distrito de Gajapati
कोरापुट् मण्डलम्	Distrito de Koraput
ऐजोलमण्डलम्	Distrito de Aizawl
ललितपुरमण्डलम्	Distrito de Lalitpur (India)
कोलासिबमण्डलम्	Distrito de Kolasib
लुङ्गलैमण्डलम्	Distrito de Lunglei
पश्चिमत्रिपुरामण्डलम्	Distrito de Tripura occidental
बलरामपुरमण्डलम्	Distrito de Balrampur
ढॆण्कनाल् मण्डलम्	Distrito de Dhenkanal
लातूरमण्डलम्	Distrito de Latur
मूडबिद्रि	Mudbidri
मोहाली	Mohali
खरगौन	Khargone
शृङ्गेरी	Shringeri
नरसिंहपुरम्	Narsinghpur
आहवा	Ahwa
व्यारा	Vyara
चम्पायमण्डलम्	Distrito de Champhai
ओणम्	Onam
स्तोत्रकाव्यम्	Stotra
शन्तनुः	Shámtanu
घटोत्कचः	Gatotkacha
भरतः(रामायणम्)	Bharata (Ramaiana)
वर्गः:हिन्दुधर्मः	Categoría:Hinduismo
छिन्दवाडामण्डलम्	Distrito de Chhindwara
कुम्भकर्णः	Kumbhá Karna
दशरथः	Dasharatha
विदुरः	Vidura
ओडिशी	Odissi
जमखण्डि	Jamkhandi
गङ्गवंशः	Dinastía Ganga Occidental
रायगडमण्डलम्(महाराष्ट्रम्)	Distrito de Raigad
महेसाणामण्डलम्	Distrito de Mahesana
हमीरपुरमण्डलम्, उत्तरप्रदेशः	Distrito de Hamirpur (Uttar Pradesh)
उत्तरदिनाजपुर-मण्डलम्	Distrito de Uttar Dinajpur
खटक् मण्डलम्	Distrito de Cuttack
बालेश्वर् मण्डलम्	Distrito de Balasore
देवासमण्डलम्	Distrito de Dewas
शिवपुरी	Shivpuri
त्यागराजः	Tyagaraja
अश्वत्थामा	Ashuatama
सहदेवः	Sajádeva
रघुवंशम्	Raghu-vamsa
मार्कण्डेयपुराणम्	Markandeia-purana
निरुक्तम्	Nirukta
चिल्का सरोवरम्	Lago Chilka
मालदामण्डलम्	Distrito de Malda
चित्रा	K. S. Chithra
श्रेया घोषाल्	Shreya Ghoshal
के जे येसुदास्	Yesudas
दक्षिणदेहलीमण्डलम्	Distrito de Delhi sur
पश्चिम खासिहिल्स्	Distrito de West Khasi Hills
जोवाइ	Jowai
सीहोर	Sehore
ग्वालियरमण्डलम्	Distrito de Gwalior
झाबुआमण्डलम्	Distrito de Jhabua
मुम्बई-उपनगर-मण्डलम्	Distrito de Mumbai suburbano
सागरमण्डलम्	Distrito de Sagar
केन्दुझर् मण्डलम्	Distrito de Kendujhar
खण्डवामण्डलम्	Distrito de Khandwa
पूर्वगारोहिल्स्-मण्डलम्	Distrito de East Garo Hills
शहडोलमण्डलम्	Distrito de Shahdol
पौडीगढवालमण्डलम्	Distrito de Pauri Garhwal
कान्धमाल् मण्डलम्	Distrito de Kandhamal
हमीररपुरमण्डलम्, हिमाचलप्रदेशः	Distrito de Hamirpur (Himachal Pradesh)
सेरसिपमण्डलम्	Distrito de Serchhip
लौङ्गत्लायमण्डलम्	Distrito de Lawngtlai
धलाइमण्डलम्	Distrito de Dhalai
हिङ्गोलीमण्डलम्	Distrito de Hingoli
बैतूल-नगरम्	Betul
अमरावती (आन्ध्रप्रदेशः)	Amarāvatī
जाजपुर मण्डलम्	Distrito de Jajpur
नेकचन्दः	Nek Chand
बीरभूममण्डलम्	Distrito de Birbhum
बांकुडामण्डलम्	Distrito de Bankura
कलकातामण्डलम्	Distrito de Calcuta
जालौनमण्डलम्	Distrito de Jalaun
चित्रकूटमण्डलम्	Distrito de Chitrakoot
कानपुरनगरमण्डलम्	Distrito de Kanpur Nagar
कंसः	Kamsa
बुरहानपुरमण्डलम्	Distrito de Burhanpur
यानम् मण्डलम्	Distrito de Yanam
बडवानीमण्डलम्	Distrito de Barwani
बान्दामण्डलम्	Distrito de Banda
गोलत्वमापिका	Esferómetro
मङ्गलयानम्	Mars Orbiter Mission
हरदामण्डलम्	Distrito de Harda
धनूराशिः	Sagitario (astrología)
दतियामण्डलम्	Distrito de Datia
सिवनीमण्डलम्	Distrito de Seoni
लक्ष्मेश्वरम्	Lakshmeshwar
कोळ्ळेगालः	Kollegal
मधुगिरिः	Madhugiri
अशोकनगरमण्डलम्	Distrito de Ashok Nagar
संस्कृतस्य प्रयोजनम्	Imp
श्रीशैलम्	Srisailam
देवघर् मण्डलम्	Distrito de Deogarh
हरिद्वारमण्डलम्	Distrito de Hardwar
खरगौनमण्डलम्	Distrito de Khargone
तेलुगुदेशम्-पक्षः	Telegu Desam
सवदत्ती	Saundatti
भद्रावती	Bhadravati
सिवनी	Seoni
टीकमगढ	Tikamgarh
श्योपुरम्	Sheopur
किन्नौरमण्डलम्	Distrito de Kinnaur
पाकुरमण्डलम्	Distrito de Pakur
सीहोरमण्डलम्	Distrito de Sehore
शिवपुरीमण्डलम्	Distrito de Shivpuri
धारमण्डलम्	Distrito de Dhar
अनूपपुरमण्डलम्	Distrito de Anuppur
रतलाममण्डलम्	Distrito de Ratlam
केन्द्रपारमण्डलम्	Distrito de Kendrapara
उनामण्डलम्	Distrito de Una
गिरिडीहमण्डलम्	Distrito de Giridih
गढवामण्डलम्	Distrito de Garhwa
दक्षिण २४ परगणामण्डलम्	Distrito de 24 Parganas sur
पश्चिम-गारो-हिल्स्-मण्डलम्	Distrito de West Garo Hills
दक्षिण-गारो-हिल्स्-मण्डलम्	Distrito de South Garo Hills
बारामण्डलम्	Distrito de Baran
मुरैनामण्डलम्	Distrito de Morena
नरसिंहपुरमण्डलम्	Distrito de Narsinghpur
पन्नामण्डलम्	Distrito de Panna
मण्डलामण्डलम्	Distrito de Mandla
भिण्डमण्डलम्	Distrito de Bhind
नीमचमण्डलम्	Distrito de Neemuch
नोङ्गस्तोइन्	Nongstoin
वल्लभाचार्यः	Vallabha
अद्वैतवेदान्तः	Advaita
क्षिप्रानदी	Río Shipra
शाजापुरम्	Shajapur
रायसेन	Raisen
अदलाज् सोपानकूपाः	Adalaj
मन्वन्तरम्	Manuantara
अग्निपुराणम्	Agní-purana
पुरुषार्थः	Purushartha
अर्थः	Artha
गदगमण्डलम्	Distrito de Gadag
मत्स्यपुराणम्	Matsia-purana
न्यायसूत्राणि	Niaia-sutra
बौद मण्डलम्	Distrito de Boudh
मुजफ्फरनगरम्	Distrito de Muzaffarnagar
नयागर् मण्डलम्	Distrito de Nayagarh
मुकेशः	Mukesh
दक्षिणदिबाङ्गव्यालीमण्डलम्	Distrito del valle inferior del Dibang
दक्षिणपश्चिमदेहलीमण्डलम्	Distrito de Delhi sudoeste
कल्पः	Kalpa (Vedanga)
गरुडपुराणम्	Garudá-purana
सञ्जयः	Sanyaia
निम्बार्काचार्यः	Nimbārka
ब्रह्मवैवर्तपुराणम्	Brahma-vaivarta-purana
आश्रमव्यवस्था	Áshram (etapa de la vida hinduista)
नबरंगपुर मण्डलम्	Distrito de Nabarangapur
डिण्डोरीमण्डलम्	Distrito de Dindori
नेपाल: भूगोल	Geografía de Nepal
मधुपाकफलम्	Citrus × limetta
भगीरथः	Bhaguiratha
त्र्यम्बकेश्वरः	Trimbakeshwar
वाक्तत्त्वम्	Vach
तृश्शूरमण्डलम्	Distrito de Thrissur
संस्कृतम्- भारतस्य सांस्कृतिकभाषा	Anexo:Nombres de Krisna
कुरुङ्गकुमेमण्डलम्	Distrito de Kurung Kumey
टीकमगढमण्डलम्	Distrito de Tikamgarh
छतरपुरमण्डलम्	Distrito de Chhatarpur
सीधीमण्डलम्	Distrito de Sidhi
शाजापुरमण्डलम्	Distrito de Shajapur
श्वेताश्वतरोपनिषत्	Shueta-asuatara-upanishad
अरुणाचलप्रदेशस्य मण्डलानि	Anexo:Distritos de Arunachal Pradesh
राजगढ	Rajgarh
सौबल	Calistenia
ब्रह्मपुराणम्	Brahma-purana
तिरुनल्लूर करुणाकरन्	Thirunalloor Karunakaran
नञ्जनगूडु	Nanjangud
सीधी	Sidhi
उमरिया	Umaria
डिण्डोरी-नगरम्	Dindori
शहडोल	Shahdol
स्कन्दपुराणम्	Skanda-purana
कोलारमण्डलम्	Kolar
भानुभक्त आचार्य	Bhanubhakta Acharya
वेदान्तः	Vedanta
लिङ्गपुराणम्	Linga-purana
सि अश्वत्थः	C. Aswath
वडनगरम्	Vadnagar
मातृगया (सिद्धपुरम्)	Sidhpur
अन्नप्राशनसंस्कारः	Annaprashana
रायगडामण्डलम् (ओड़िशा)	Distrito de Rayagada
भविष्यपुराणम्	Bhavishia-purana
संस्कृतविकिपीडिया	Wikipedia en sánscrito
नलः	Nala
बन्नेरुघट्ट-राष्ट्रिय उद्यानम्	Parque nacional de Bannerghatta
बिहारराज्यस्य मण्डलानि	Anexo:Distritos de Bihar
पुरुषसूक्तम्	Púrusha-sukta
पद्मपुराणम्	Padma-purana
सुरेन्द्रनगरम्	Surendranagar
अमावस्या	Amavasha
गुल्बर्गामण्डलम्	Distrito de Gulbarga
वेम्बनाड् सरोवरम्	Lago Vembanad
अलीराजपुरमण्डलम्	Distrito de Alirajpur
अन्त्येष्टिसंस्कारः	Antiesti
सिङ्गरौलीमण्डलम्	Distrito de Singrauli
जम्मूकाश्मीरराज्यस्य मण्डलानि	Anexo:Distritos del estado de Jammu y Cachemira
सिक्खगुरवः	Anexo:Gurúes sijes
अर्जुनवृक्षः	Terminalia arjuna
इळैयराजा	Ilaiyaraaja
महाकालः	Mahakaleshwar
किरण बेदी	Kiran Bedi
उपनयनसंस्कारः	Upavīta
अलवर	Alwar
आसाराम बापू	Asaram Bapu
चरकसंहिता	Cháraka-samjitá
हजारी प्रसाद द्विवेदी	Hazariprasad Dwivedi
पृथुकाः	Poha
जाती	Myristica fragrans
विद्यारण्य	Mádhava Vidiarania
कारवारम्	Karwar
कोचबिहारमण्डलम्	Distrito de Koch Bihar
हेमन्तकुमार	Hemanta Kumar Mukhopadhyay
चन्दौलीमण्डलम्	Distrito de Chandauli
महेन्द्र कपूर	Mahendra Kapoor
सुमित्रा	Visnú Sharma
जैमिनिः	Jaimini
तिलः	Sesamum indicum
भारतसर्वकारः	Gobierno de la India
मण्ड्यमण्डलम्	Distrito de Mandya
विश्वामित्रः	Visuá Mitra
लिंकन्	Lincoln (Buenos Aires)
जम्मू	Jammu (división administrativa)
अष्टाध्यायी	Astadhiai
बालमुरलीकृष्णः	Balamuralikrishna
सोमनाथपुरम्	Somanathapura
डा सलिम अलि	Sálim Ali
औष्ण्यमालिन्यम्	Contaminación térmica
वर्गः:महाद्वीपः	Categoría:Continentes
पीलीभीतमण्डलम्	Distrito de Pilibhit
कुलुमण्डलम्	Distrito de Kullu
सोलन् मण्डलम्	Distrito de Solan
जामनगरमण्डलम्	Distrito de Jamnagar
निष्पावप्रभेदः	Ejote
साम्प्रदायिकहिंसा	Violencia religiosa en la India
देवेन्द्रनाथ ठाकुर	Debendranath Tagore
द्वैतदर्शनम्	Dvaita
भारतपाकिस्थानयुद्धम्	Conflicto entre India y Pakistán
गुण्टूरुमण्डलम्	Guntur
फलकम्:Solar System	Plantilla:Sistema Solar
विकिपीडिया:लेखशीर्षकः	Wikipedia:Convenciones de títulos
स्वामी ब्रह्मानन्दः	Swami Brahmananda
सगर	Sagara (rey védico)
शारदा देवी	Sarada Devi
आन्ध्रप्रदेशस्य मण्डलानाम् आवलिः	Anexo:Distritos del estado de Andhra Pradesh
विक्रमादित्यः (नौयानम्)	INS Vikramaditya (R33)
अपामार्गसस्यम्	Achyranthes aspera
यल्लाप्रगडसुब्बरावः	Yellapragada Subbarao
बिलियर्ड्स्-क्रीडा	Billar
रेडी (चलच्चित्रम्)	Ready (película)
युगादिः	Ugadi
राहुल देव बर्मन	Rahul Dev Burman
मैक्रोनीशिया	Micronesia
बोधायनः	Baudhaiana
शिरः	Cabeza humana
कैलाश सत्यार्थी	Kailash Satyarthi
मुद्राराक्षसम्	Mudra-rakshasa
सिक्खविरोधिहिंसा	Masacre antisij
नन्दिगिरिः	Colinas Nandi
अफजल् गुरुः	Afzal Guru
विशिष्टाद्वैतवेदान्तः	Visista advaita
मास्ति वेङ्कटेश ऐय्यङ्गार्यः	Maasti Venkatesh Ayengar
फलकम्:Location map India Kerala	Plantilla:Mapa de localización de Kerala
फलकम्:Location map India Punjab	Plantilla:Mapa de localización de Punyab
फलकम्:Location map India West Bengal	Plantilla:Mapa de localización de Bengala Occidental
कामाख्या (गुवाहटी)	Templo de Kamakhya
लक्ष्मीप्रसाद देवकोटा	Laxmi Prasad Devkota
पक्षौ	Shukla
बिजापुरम्	Bijapur
भीमः	Bhima
Chanakya	Desastre
मयूरः	Pavo (género)
वर्गः:देश	Categoría:Países
विकिपीडिया:प्रबंधक	Wikipedia:Bibliotecarios
विकिपीडियासम्भाषणम्:प्रबन्धकः	Wikipedia:Candidaturas a bibliotecario
वर्गः:AutoWikiBrowser	Wikipedia:AutoWikiBrowser
ईजिप्तदेशः	Egipto
रवीन्द्रप्रभात:	Ravindra Prabhat
सन्तमेरीद्वीपस्य स्तम्भरचनाः	Islas Santa María (Karnataka)
फलकम्:Bot	Plantilla:Bot
केनडा	Canadá
वर्गः:निर्वाचित लेख	Categoría:Wikipedia:Artículos destacados
वाली	Vali (mitología hinduista)
वर्गः:युरोपखण्डः	Categoría:Europa
फलकम्:Documentation	Plantilla:Documentación
वर्गः:Delete	Categoría:Wikipedia:Borrar
विकिपीडिया:स्तम्भपञ्चकम्	Wikipedia:Los cinco pilares
विकिपीडिया:उल्लेख्यता	Wikipedia:Artículos sin relevancia aparente
विकिपीडिया:प्रयोक्तृ-पेटिकाः	Usuario:Userbox
सङ जेगी	Sung Jae-ki
बुधगुप्तः	Budhagupta
जानकी अम्माल्	Edavalath Kakkath Janaki Ammal
शतावरीसस्यम्	Asparagus racemosus
फलकम्:Softredirect	Plantilla:Redirección suave
फलकम्:अपाक्रियताम्	Plantilla:Destruir
वर्गः:विकिपीडिया	Categoría:Wikipedia
विकिपीडिया:General disclaimer	Wikipedia:Limitación general de responsabilidad
विकिपीडिया:शैलीपुस्तकम्	Wikipedia:Manual de estilo
फलकम्:Navbox	Plantilla:Navegación
मस्तिष्करोगः	Enfermedad del sistema nervioso central
कङ्गारू	Canguro
गहनचिकित्साविभागः	Unidad de cuidados intensivos
मालकानगिरिमण्डलम्	Distrito de Malkangiri
नरसिंहगुप्तः बालादित्यः	Narasimhagupta
देवांग मेहता	Dewang Mehta
विकिपीडिया:प्रमुखं चित्रम्	Wikipedia:Recursos destacados
फलकम्:Citation needed	Plantilla:Cita requerida
बुद्धपूर्णिमा	Cumpleaños de Buda
फलकम्:Error	Plantilla:Error
फलकम्:!	Plantilla:!
फलकम्:Tnavbar	Plantilla:Navbar
फलकम्:Sc	Plantilla:Versalita
फलकम्:Clear	Plantilla:Clear
फलकम्:Nowrap	Plantilla:Nowrap
फारुख शेख	Farooq Sheikh
विकिपीडिया:प्रारम्भिक-विषयाः	Wikipedia:Lista de artículos que toda Wikipedia debería tener
फलकम्:Wikisource	Plantilla:Wikisource
फलकम्:Babel	Plantilla:Babel
फलकम्:Commons	Plantilla:Commons
फलकम्:Link GA	Plantilla:Bueno
फलकम्:Reflist	Plantilla:Listaref
फलकम्:अपूर्णलेखः	Plantilla:Esbozo
फलकम्:See also	Plantilla:VT
फलकम्:Intricate template	Plantilla:Plantilla compleja
फलकम्:NowCommons	Plantilla:EnCommons
फलकम्:Infobox language/codelist	Plantilla:Doc ISO3
फलकम्:Infobox football club	Plantilla:Ficha de equipo de fútbol
फलकम्:भ्रातृपरियोजनाः	Plantilla:Portada:Proyectos
फलकम्:Country data Belgium	Plantilla:Geodatos Bélgica
फलकम्:Navy/core	Plantilla:Banderanavalpaís
फलकम्:Country data Czech Republic	Plantilla:Geodatos República Checa
फलकम्:राष्ट्रतथ्यानि थाइलैंड	Plantilla:Geodatos Tailandia
फलकम्:Country data Indonesia	Plantilla:Geodatos Indonesia
फलकम्:Country data ROC	Plantilla:Geodatos República de China
फलकम्:Edit	Plantilla:Editar
फलकम्:आङ्ग्लमासाः	Plantilla:Mes
फलकम्:Country data Denmark	Plantilla:Geodatos Dinamarca
फलकम्:राष्ट्रतथ्यानि पोलैंड	Plantilla:Geodatos Polonia
फलकम्:राष्ट्रतथ्यानि नार्वे	Plantilla:Geodatos Noruega
फलकम्:Country data RSA	Plantilla:Geodatos Sudáfrica
फलकम्:Country showdata	Plantilla:Mostrar geodatos
फलकम्:Official	Plantilla:Página web
फलकम्:Country data Sri Lanka	Plantilla:Geodatos Sri Lanka
फलकम्:Air force	Plantilla:Fuerza aérea
फलकम्:Infobox writer	Plantilla:Ficha de escritor
फलकम्:Country data United Arab Emirates	Plantilla:Geodatos Emiratos Árabes Unidos
फलकम्:Geographic Location	Plantilla:Ubicación geográfica
फलकम्:Infobox musical artist	Plantilla:Ficha de artista musical
फलकम्:Country data AUS	Plantilla:Geodatos Australia
फलकम्:Wait	Plantilla:En uso
फलकम्:Fossil range/bar	Plantilla:Rango fósil/barra
फलकम्:Infobox chess biography	Plantilla:Ficha de ajedrecista
फलकम्:Fontcolor	Plantilla:Fontcolor
फलकम्:देश	Plantilla:Ficha de país
फलकम्:Infobox software	Plantilla:Ficha de software
फलकम्:Infobox Airline	Plantilla:Ficha de aerolínea
फलकम्:Wide image	Plantilla:Panorama
फलकम्:Country data Austria	Plantilla:Geodatos Austria
फलकम्:Infobox military conflict	Plantilla:Ficha de conflicto
फलकम्:Str left	Plantilla:Str left
फलकम्:Country data Nepal	Plantilla:Geodatos Nepal
फलकम्:Country data Finland	Plantilla:Geodatos Finlandia
फलकम्:Audio	Plantilla:Audio
फलकम्:Country data Egypt	Plantilla:Geodatos Egipto
फलकम्:Country data Lithuania	Plantilla:Geodatos Lituania
फलकम्:Infobox Indian political party	Plantilla:Ficha de partido político
फलकम्:Country data Japan	Plantilla:Geodatos Japón
फलकम्:S-start	Plantilla:S-inicio
फलकम्:Age in years and days	Plantilla:Edad en años y días
फलकम्:Nom	Plantilla:Nominado
फलकम्:Facebook	Plantilla:Facebook
फलकम्:Infobox scientist	Plantilla:Ficha de científico
फलकम्:Country data Czechoslovakia	Plantilla:Geodatos Checoslovaquia
फलकम्:Country data Vietnam	Plantilla:Geodatos Vietnam
फलकम्:Featured article	Plantilla:Artículo destacado
फलकम्:Country data Russia	Plantilla:Geodatos Rusia
फलकम्:Box-Header	Plantilla:Box-header
फलकम्:Infobox award	Plantilla:Ficha de premio
वर्गः:User en-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de inglés
फलकम्:Infobox	Plantilla:Ficha
फलकम्:Navy	Plantilla:Naval
फलकम्:Cite web	Plantilla:Cita web
वर्गः:जीवचरितम्	Categoría:Biografía
फलकम्:Imdb title	Plantilla:IMDb título
फलकम्:Country data	Plantilla:Geodatos
फलकम्:Won	Plantilla:Ganador
फलकम्:Coor URL	Plantilla:Coor URL
फलकम्:विकिकोशः	Plantilla:Wikcionario
फलकम्:Infobox music festival	Plantilla:Ficha de festival de música
शतवेधी	Cymbopogon
फलकम्:IPA	Plantilla:AFI
फलकम्:Country data Soviet Union	Plantilla:Geodatos Unión Soviética
फलकम्:राष्ट्रतथ्यानि भारतम्	Plantilla:Geodatos India
फलकम्:Category redirect	Plantilla:Categoría redirigida
फलकम्:Infobox Officeholder	Plantilla:Ficha de autoridad
फलकम्:Sisterlinks	Plantilla:Info
फलकम्:Infobox protected area	Plantilla:Ficha de espacio natural
फलकम्:Border	Plantilla:Borde
फलकम्:MONTHNUMBER	Plantilla:Número mes
फलकम्:Topicon	Plantilla:Icono en título
फलकम्:Icon	Plantilla:Icono
वर्गः:राष्ट्रतथ्यानि फलकानि	Categoría:Wikipedia:Plantillas de geodatos
फलकम्:Country data China	Plantilla:Geodatos China
फलकम्:Country data Cyprus	Plantilla:Geodatos Chipre
फलकम्:Country data Malaysia	Plantilla:Geodatos Malasia
फलकम्:Country data Taiwan	Plantilla:Geodatos Taiwán
फलकम्:Infobox book	Plantilla:Ficha de libro
फलकम्:Talkback	Plantilla:Respuesta
फलकम्:ICD10	Plantilla:CIE-10
फलकम्:Infobox विकिपीडिया	Plantilla:Ficha de sitio web
फलकम्:Infobox anatomy	Plantilla:Ficha de anatomía
फलकम्:प्रलेखनस्य उपपृष्ठम्	Plantilla:Subpágina de documentación
फलकम्:Infobox Galaxy	Plantilla:Ficha de galaxia
फलकम्:Infobox number	Plantilla:Ficha de número
फलकम्:Ref label	Plantilla:Etiqueta ref
फलकम्:Infobox medal templates	Plantilla:Sección desplegable
फलकम्:Infobox विश्वपरम्परास्थानानि	Plantilla:Ficha de Patrimonio de la Unesco
वर्गः:चित्रकला	Categoría:Pintura
फलकम्:Infobox astronaut	Plantilla:Ficha de astronauta
फलकम्:Str len	Plantilla:Str len
फलकम्:Infobox sport	Plantilla:Ficha de deporte
फलकम्:MedalSport	Plantilla:Medalla deportiva
फलकम्:Empty category	Plantilla:Categoría vacía
फलकम्:Country data Austria-Hungary	Plantilla:Geodatos Imperio austrohúngaro
फलकम्:Infobox sportsperson	Plantilla:Ficha de deportista
फलकम्:Infobox building	Plantilla:Ficha de edificio
फलकम्:प्रबोधनं-प्रयोगे-१	Plantilla:Aviso prueba1
फलकम्:Myspace	Plantilla:MySpace
फलकम्:Infobox artist	Plantilla:Ficha de artista
फलकम्:Country flag2	Plantilla:Bandera icono-país
फलकम्:Note label	Plantilla:Note label
फलकम्:Infobox album	Plantilla:Ficha de álbum
वर्गः:छत्तीसगढ़स्य मण्डलानि	Categoría:Distritos de Chhattisgarh
वर्गः:गुजरातराज्यस्य मण्डलानि	Categoría:Distritos de Guyarat
फलकम्:Emergency-bot-shutoff	Plantilla:Paro de emergencia del bot
फलकम्:Infobox Swiss town	Plantilla:Ficha de localidad de Suiza
फलकम्:IMDb name	Plantilla:IMDb nombre
वर्गः:बाङ्गलासाहित्यम्	Categoría:Literatura en bengalí
फलकम्:Infobox former country	Plantilla:Ficha de estado desaparecido
फलकम्:Infobox tennis biography	Plantilla:Ficha de tenista
फलकम्:Age in days	Plantilla:Edad en días
वर्गः:भारतस्य राष्ट्रपतयः	Categoría:Presidentes de la India
फलकम्:Infobox waterfall	Plantilla:Ficha de salto de agua
फलकम्:Infobox Continent	Plantilla:Ficha de territorio
विकिपीडिया:Help for non-Sanskrit speakers	Wikipedia:Embajada Local
उपनिषदः	Upanishad
फलकम्:Multicol-break	Plantilla:Nueva columna
फलकम्:PDFlink	Plantilla:Enlace PDF
फलकम्:Infobox game	Plantilla:Ficha de juego
फलकम्:Disambiguation	Plantilla:Desambiguación
फलकम्:Country data Nazi Germany	Plantilla:Geodatos Alemania nazi
फलकम्:User link	Plantilla:Enlace usuario
फलकम्:Plain link	Plantilla:Enlace plano
फलकम्:Infobox film	Plantilla:Ficha de película
फलकम्:User Sandbox	Plantilla:Taller de usuario
फलकम्:भाषा-पुर्तगाली	Plantilla:Lang-pt
फलकम्:Infobox organization	Plantilla:Ficha de organización
फलकम्:Fix	Plantilla:Solicitud de referencias
वर्गः:वास्तुशास्त्रम्	Categoría:Arquitectura
फलकम्:EMedicine2	Plantilla:EMedicine2
फलकम्:Infobox military installation	Plantilla:Ficha de estructura militar
वर्गः:मध्यप्रदेशस्य मण्डलानि	Categoría:Distritos de Madhya Pradesh
वर्गः:पञ्जाबराज्यस्य मण्डलानि	Categoría:Distritos de Punyab
फलकम्:Flagicon image	Plantilla:Bandera imagen
फलकम्:Pending	Plantilla:Pendiente
फलकम्:व्यक्तिः	Plantilla:Ficha de persona
फलकम्:Nts	Plantilla:Nts
फलकम्:Country data South Korea	Plantilla:Geodatos Corea del Sur
वर्गः:केरलराज्यम्	Categoría:Kerala
फलकम्:Coord	Plantilla:Coord
फलकम्:Dmoz	Plantilla:Dmoz
वर्गः:User sa	Categoría:Wikipedia:Wikipedistas con conocimientos de sánscrito
वर्गः:User sa-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de sánscrito
वर्गः:User sa-4	Categoría:Wikipedia:Wikipedistas con nivel experto de sánscrito
वर्गः:User sa-2	Categoría:Wikipedia:Wikipedistas con nivel intermedio de sánscrito
वर्गः:लिपयः	Categoría:Sistemas de escritura
कार्लागुहाः	Cuevas de Karla
वर्गः:User en-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de inglés
वर्गः:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
पोरबन्दर	Porbandar
कूडली	Koodli
फलकम्:राष्ट्रतथ्यानि जर्मनी	Plantilla:Geodatos Alemania
फलकम्:Country data the United Kingdom	Plantilla:Geodatos Reino Unido
फलकम्:Infobox disease	Plantilla:Ficha de enfermedad
